Tweet,Sentiment,cleaned
"RT @AbujaFinders: To Let - 5 Bedrooms Duplex With BQ Occupied Available 

📍Lokogoma (Little Untarred Motor-able Road)

Rent - N2,500,000 Ye…",positive,RT AbujaFinders Let 5 Bedrooms Duplex BQ Occupied Available Lokogoma Little Untarred Motorable Road Rent N2500000 Ye
"To Let - 5 Bedrooms Duplex With BQ Occupied Available 

📍Lokogoma (Little Untarred Motor-able Road)

Rent - N2,500,000 Yearly

#AbujaTwitterCommunity
#AbuiaFinders #RealEstate
#PeterObi #EndSARS #Barcelona
#Barca #INEC #ASUU #EFCC #ASUUstrike
#NNPC #Gavi #Arsenal #Chelsea Pedri https://t.co/OHF9X8nkgV",positive,Let 5 Bedrooms Duplex BQ Occupied Available Lokogoma Little Untarred Motorable Road Rent N2500000 Yearly AbujaTwitterCommunity AbuiaFinders RealEstate PeterObi EndSARS Barcelona Barca INEC ASUU EFCC ASUUstrike NNPC Gavi Arsenal Chelsea Pedri
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"@vanguardngrnews As if the security agencies are not aware of the trip and the reason for it
#Reclaimourmandate #inec",negative,vanguardngrnews security agencies aware trip reason Reclaimourmandate inec
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
@instablog9ja Tot you should be jubilant in victory not terrified.😳 #APC #TINUBU #PeterObiWon #Nigeria #INEC 😎🇳🇬🤔,neutral,instablog9ja Tot jubilant victory terrified APC TINUBU PeterObiWon Nigeria INEC
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"@SaharaReporters When the team that scored goes into a temper tantrum because the opposing team will not celebrate with them 😁. Strangely, #LP is jubilant while #APC is furious. 🧐😎 #INEC #TINUBU #Nigeria #PeterObi",negative,SaharaReporters team scored goes temper tantrum opposing team celebrate Strangely LP jubilant APC furious INEC TINUBU Nigeria PeterObi
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @PeterObiUSA: Prof. Chinua Achibe - There was a country…..🤦🏾‍♂️ The level of impunity of #INEC #APC and #PDP in the last 3 weeks alone w…,neutral,RT PeterObiUSA Prof Chinua Achibe country level impunity INEC APC PDP last 3 weeks alone w
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"@PeterObiUSA @PeterObi #INEC 
Come and see",neutral,PeterObiUSA PeterObi INEC Come see
RT @IamMickypepper: @akintollgate I was the Polling Unit 083 under Oshodi Isolo Local Government Oke Afa/Ejigbo Ward agent. At about 12:37…,neutral,RT IamMickypepper akintollgate Polling Unit 083 Oshodi Isolo Local Government Oke AfaEjigbo Ward agent 1237
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"#EscoBat dogs : the Bingo, Tiger , and Pouli are barking like when lunatics takes over asylum.  The #DrugKingpin president select will vomits that certificate he bought from #INEC no matter how these nuisance barked https://t.co/PeHrh3YcRQ",neutral,EscoBat dogs Bingo Tiger Pouli barking like lunatics takes asylum DrugKingpin president select vomits certificate bought INEC matter nuisance barked
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @IamMickypepper: @akintollgate I was the Polling Unit 083 under Oshodi Isolo Local Government Oke Afa/Ejigbo Ward agent. At about 12:37…,neutral,RT IamMickypepper akintollgate Polling Unit 083 Oshodi Isolo Local Government Oke AfaEjigbo Ward agent 1237
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"No person with all the insult and dislike for their person by over 12 million alleged voters, subsequently more if the votes were properly counted by #INEC can govern effectively. The proven dirty questionable past does not help matters. https://t.co/gpvqOhfVVO",negative,person insult dislike person 12 million alleged voters subsequently votes properly counted INEC govern effectively proven dirty questionable past help matters
"@akintollgate With the ballot boxes together with the #APC and #PDP agents. After they left since they could not gain access into the Estate, we all came back and decided to stop voting and do the counting but surprisingly an #INEC official with a tag written presidency came with men",positive,akintollgate ballot boxes together APC PDP agents left since could gain access Estate came back decided stop voting counting surprisingly INEC official tag written presidency came men
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"@akintollgate I was the Polling Unit 083 under Oshodi Isolo Local Government Oke Afa/Ejigbo Ward agent. At about 12:37 p.m some #apcthugs came in about 7 keke napap with a red car leading in the front, they shot into the air and we all ran for safety, the #INEC officers ran into the Estate",neutral,akintollgate Polling Unit 083 Oshodi Isolo Local Government Oke AfaEjigbo Ward agent 1237 pm apcthugs came 7 keke napap red car leading front shot air ran safety INEC officers ran Estate
"RT @ChinasaNworu: #Nigeria 2023 elections: Protesters call for interim government, arrest of #INEC chairman. @real_IpobDOS @hrw @ChathamHou…",negative,RT ChinasaNworu Nigeria 2023 elections Protesters call interim government arrest INEC chairman realIpobDOS hrw ChathamHou
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @ChinasaNworu: Protesters discovers #INEC official results for the just concluded #presidential election in the bush. @inecnigeria @Pete…,neutral,RT ChinasaNworu Protesters discovers INEC official results concluded presidential election bush inecnigeria Pete
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"Wouldn’t it nice when Adamu Adebanjo Asuquo Osas can govern Anambra State based on competence, capacity and character?! When the son/daughter of “nobody” is respected for their ability rather than their surname? Against tribalism &amp; ethnicity since #1952 ☠️. If U no U no!!! #inec https://t.co/3hBWjujXFy",positive,Wouldnt nice Adamu Adebanjo Asuquo Osas govern Anambra State based competence capacity character sondaughter nobody respected ability rather surname tribalism amp ethnicity since 1952 U U inec
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"PDP goes to tribunal, accuses Ayade, INEC of tampering with election materials - Cross River - https://t.co/tpQSsZcKXC #Politics  #ayade #crossriver #INEC #PDP #BBnaija #Messi #Wizkid #Da",neutral,PDP goes tribunal accuses Ayade INEC tampering election materials Cross River Politics ayade crossriver INEC PDP BBnaija Messi Wizkid Da
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
